ID,oil,gas
14740,27957.040279290264,6272022.37386746
12146,935401.028575104,95964763.74947132
2744,1188175.2351199102,9267479716.475454
10114,3517091.240075124,425613908.40006816
2383,285402.317981213,332903709.5570219
9153,419861.2678907891,788442979.1014622
1406,429771.63812990807,513629007.02811486
16560,124427.94938293856,469132414.9364704
19361,530615.8017453748,18390746.90041759
10342,1994079.2235585896,437344416.8987463
27756,2889843.498053035,2075211911.347083
17614,965942.9152143346,809084858.3415867
19906,977238.7564395614,475848330.20747155
24530,515497.564413961,252064631.92093262
27308,528682.6790869789,387422544.76652664
17788,371253.95260892005,386554669.3721279
13075,365381.86143678345,2215355133.2440987
22089,1491818.9360558433,110785048.09875241
28573,266263.58845786913,977263419.3194728
20568,762233.7786156308,31474500.355543066
17890,380752.2798694088,68205520.66781065
16837,124969.06191389408,2199148071.6168942
6552,202908.94579027125,271010784.0878069
19637,466561.81482202647,357173401.16367406
18294,87264.11617155146,11100450.781561587
2876,108190.15742767579,25364223.034494113
2982,724813.0465077598,18876342514.70124
17410,190980.14767187744,147707907.93852288
15162,39173.81585996963,2953767923.654076
2153,881858.9524178668,54384217.44440355
18700,80184.31253025503,174412705.70630544
7667,3866116.4034581683,102991122.5733292
15243,106555.21601411897,204697914.26146483
16857,62321.19933819332,190440795.1406192
13961,2793840.1270143627,565034175.9360548
217,1797998.015461836,196110939.44302043
23287,955174.0044738805,419792848.6263109
2213,891867.3495975519,69034213.49137689
6580,52794.2757136861,1352632829.8982594
27602,231307.44090413707,6535172799.247751
19376,75634.09361619226,935974199.501997
7539,13767.489359280316,87196003.05927671
14976,556230.7658136514,1979987169.2194118
10128,1408135.7178509026,540793593.8061534
5705,89613.85558025463,721054631.851438
5953,301658.76945925056,379438056.6414833
538,78586.16421189193,2645256749.8216906
21663,94105.66205497716,241385598.88780883
21567,23048.72317264601,29507289.964388795
28982,533340.5196537394,36646201.26177272
7427,39389.38828131987,1594334931.865505
20725,2397857.7881601867,486314695.8059877
4181,75656.13363878227,375455176.00183094
18701,206258.04894529434,197228266.98165607
15414,63993.05236960031,189693918.7038017
12154,561674.3137033707,155568812.73387137
579,165906.95727748497,485473233.08993125
2168,87458.2287942148,104288070.0061601
24419,688753.4848092799,225503572.8614935
250,251856.68014716727,103520314.8500768
15692,1118625.4698238748,149410203.12835756
9971,8870.507071484675,3323691125.658592
16180,45197.927108736374,4039358593.214234
11489,173870.32343513359,43222335.637102224
9144,1245689.601908941,16528229.796858577
29432,96420.41279794258,411934681.40797967
25790,773011.3220823065,878551644.2160954
5771,52776.93514210606,483354631.4856385
26746,1257447.3018856598,32652393.031057373
2325,61843.00605030045,50962826.535619825
15430,109921.14387216246,33606194.986274466
430,3129993.2892753924,715543385.7342179
10768,53551.03135073509,1558205461.4635787
2532,73180.10845916017,363715171.5412536
2457,488543.09308426006,168439779.94611025
19186,60635.33870427244,388229544.1659834
27235,54528.2273129094,136214713.2687509
22291,53627.795302640174,2026245819.0334628
11212,2123842.8255798626,733968210.831474
505,101439.6989364018,13206520.4087842
23112,554815.8389499648,279749534.32885146
18779,1810734.2902671406,86276476.28396752
19082,775268.5745283762,1914720646.739508
17894,414624.4024452035,38276101.01458119
19006,51502.94877988203,864789670.4501873
19690,256430.89069104992,3130745519.080041
27093,94186.2727210499,86149713.45633869
23179,1723690.4195063866,1643051288.678697
12626,96202.70133197644,1730165363.1289139
3834,149059.96112910958,216143624.88050914
1330,155775.16818940622,51385598.42383081
21466,1254697.6512406245,845732259.0718737
23828,114204.03235218905,88684198.6459639
2541,1362222.6110457464,36259896.761552975
28612,6589094.730843078,1055995254.8877939
21995,71566.29730398339,38609907.2575608
11899,9832.945232374745,1535456822.7583754
25872,10168.630021538094,104783949.44196509
26225,63887.84972440173,157456450.1898465
15805,429934.7916953892,4589346282.863712
9555,328156.4646712325,92562283.57232119
7567,1139782.110989288,252371315.69525152
3507,1148025.6947461627,94522416.77641696
8834,239482.4299912574,1013951307.3516663
18784,149079.55240347018,260823913.57245037
29857,1878174.2954109847,893237031.9201831
23587,6320356.1972648315,966496429.0058526
28267,384935.08377418906,2293097708.761654
5844,1386540.0240620445,226164579.0428818
26476,730627.7302228544,1137435741.019238
24198,364434.69398220803,230587129.87930393
28881,456301.79173621914,376043294.1537809
4845,211219.49501449335,13389986.61639745
4985,136661.80842481676,462825593.3113412
23399,698529.8512807429,355755211.0608773
25569,4039621.2872121963,299797673.8296831
20262,107435.7501222666,155527734.92011866
20856,1975570.6529300984,983457540.8532563
26822,2602180.0213240213,229209495.81714836
9317,1278587.57753751,52312504.35977692
25506,62833.07499835607,1536181047.4476113
14847,46095.02049269488,22223334.234436657
7842,518012.7282310668,934825907.8514475
28647,207280.83841116415,167203548.06588972
29984,309033.01713011385,971382713.3774322
13048,128362.48664700695,3383608019.9127793
25099,3597724.158214016,946542593.0481122
14856,5674898.8136213785,1447629928.7616065
25013,221821.29848425803,91776373.7353503
10739,48579.63390693645,1316395.9340680337
16094,82822.59212536903,610167093.9963388
2208,341446.30608149467,2107239606.815762
18840,1179805.1977785926,2144347457.462894
28272,7178232.403049394,1040739979.4845823
22372,874228.6947080274,1669923824.7947345
2266,289641.9594869812,200256515.69624072
5226,386616.4632200923,4189571302.5870214
28301,35041.200483419496,67192432.48220265
21578,1149467.0448454644,14629028327.414923
20122,220397.29379752025,2732736561.162149
17892,84591.63297090805,215746911.70019796
20927,27158.64068221884,87948856.97591396
13022,59414.722879265195,826600340.9586487
20736,1207927.2244135593,1976560702.823072
27366,85834.56442215196,5883447553.836226
11740,2393779.9321146696,326381615.2369523
6547,243094.24067264344,463641479.64720666
3282,203441.7087440421,1379306652.9708652
15614,646400.1640435511,1846086599.355346
23661,34234.93947092049,2015770821.6041887
2276,124940.99404039372,564935519.3574944
26050,1988619.5599385567,141478040.12560773
12354,106336.15629792913,25446131.36725262
16485,699808.9702604589,368359597.28494304
19535,497089.6145510731,1433415483.2634635
18673,3204796.770076082,72101937.88066123
8696,220615.07676089538,186423969.89967367
22564,48526.66333942514,3487507574.0256042
16379,2037821.0878508615,2094565472.1891181
25294,598400.0511479382,5626249.523539047
28680,380278.7219826529,1191243596.7190528
24991,85831.71817325473,6871760920.7568245
29669,345821.9033215206,221329864.6020698
5836,186832.43099285205,194433586.46953648
10235,450288.5808962687,75466729.40154782
22824,226126.74162350537,219556567.4985222
279,118599.22402083705,331122762.27343845
22376,6706.847181233244,13003205.651322477
25273,28120.097293443872,590146899.6524856
5160,281649.20926321077,294829687.4008533
29752,139234.09677799515,115231006.14151253
3690,614031.4605135638,2606057634.2587633
5915,73978.78606477143,135310462.1042318
11578,294900.8766204832,57452966.3440466
18078,87992.47890446454,446729746.31490695
19536,380691.4042163178,1098126058.9997263
26023,112945.08972083346,3822408633.457669
29719,73631.0836754737,1056732.4182428238
21739,112002.65368319262,2812370575.2793045
25743,358178.7499201179,400468150.5386075
20552,529907.9035727014,300485130.877459
11702,449046.48044385586,91546265.93267417
11514,222061.60590529977,29713661.21803473
9006,3635.422760712612,155624849.1382722
11742,1115390.1360663201,252530796.7242965
28261,258194.8269376563,1282231760.0261471
16469,10382740.444171075,1768253788.961707
13676,155278.42504446904,179510955.76439428
20163,2653748.995461559,1016163263.2863234
16785,109055.18769645436,16984761.739361327
29322,412437.69320096064,114252077.25912258
15693,746737.9367674965,199540362.55754593
17335,292962.3308313939,154106100.82757872
3735,490844.4982522818,115476302.08221276
25484,235338.08690355087,2597955553.9925895
3643,118558.82481854896,1087267930.943218
7198,381518.82065193664,148500317.35333624
25365,2359227.307307282,1281506427.794295
24936,86895.14483877171,171698708.58629087
21305,84996.97118273204,1538463908.4353154
29365,282013.8481425075,560377735.9733312
21523,424385.91802680097,457402258.00374717
21718,572762.7995312879,1841521808.9737566
1837,2575856.023269254,712376841.1585
29915,535797.8667011346,2259653407.6793537
10984,2180587.51890564,153669339.4921702
9303,521244.9529828881,2286252119.540246
12799,239631.02608376692,295307384.4799023
1457,37949.45595259137,269073758.7478159
1092,2538959.002448619,392920221.72757286
4149,98759.57438549139,118140483.59534046
11008,90938.18617978721,104303572.5258438
27068,569553.7258187553,475088899.0153436
9189,237935.67061531433,846404464.2841833
4932,294584.61108351976,127629868.12758635
14465,432175.38805871876,823117372.6040398
4556,1314555.8026684604,257816599.63905558
11488,467157.4063672458,247697398.13434276
12074,1675371.93149286,232724602.59862337
25101,173478.1356281713,565665345.9647133
16797,56273.984928592785,4421681449.003912
20070,146172.00498756816,813211005.4037349
14418,119396.39846851147,17598303.280386627
28245,256239.04009692188,118860609.73788205
25389,1371280.231730044,4507434942.710269
24996,124316.47147322282,6997613282.47791
17278,7944.111443207116,3384706841.7309804
6481,104186.76836004805,2375984259.4244385
8020,271305.89572376496,927146001.541417
9100,80324.95104378175,226061505.8997548
17476,31850.667634587946,180770792.18810466
8589,30677.775748824854,120231950.27929041
29161,283758.94150935917,770789846.2143087
24515,74251.85063123968,3518042609.1803765
27274,38541.8689776545,2803659899.838864
23872,171942.27856682902,325191021.9032038
29363,32619.37000958129,261686778.90843263
1503,1423859.8756412058,68002018.0876799
9936,321149.64970878145,159817563.52312517
10939,154751.45258366383,57794659.14564865
20294,2877472.347804258,609917468.972225
3949,81995.74506640478,2545709967.616549
6438,766077.5618019283,120422902.18066059
13619,99949.65209616709,996401075.7997903
14303,192336.1089404357,530024363.6737492
22093,10144421.852572078,1864080684.010914
15948,114971.29745194684,564205546.5357686
28189,10620.068214082985,865505065.2868513
13064,2447656.0612190436,714178363.223608
13250,1091477.3344814917,449266857.8630846
29166,201046.71079441262,762634133.3725625
7743,507028.60907504655,65487603.791993946
26226,60347.42481040608,76123738.41592933
7755,173045.4653395354,81401169.47145292
1412,3687610.7095473357,1062040660.3960555
6528,291087.1087490641,1588056971.1636689
1122,140428.75230566217,497908322.30963844
16333,349428.7249556501,57575182.25913957
5245,4261.572917666821,1386929489.2520592
12152,678577.0108519067,211456880.665945
19640,1226957.6096754775,294422466.0632429
25207,86876.86763469105,614503500.5064021
9433,26402.67918317939,512319735.5163872
7468,28932.574502712207,654934107.2895147
29011,735924.1285326451,831594043.5742123
11031,211184.22982459277,291029909.2314375
29442,9522.703202141445,74780114.90969497
7293,359295.6029790714,183625498.62455615
12971,1024030.192505536,550156445.6588519
5346,1437203.878212369,307306695.09980446
14470,258095.8617143331,1746697707.6779385
28811,2012348.923437554,516780131.14927465
15962,376484.34026226716,1171900302.4864922
24274,718992.217026726,303779278.7572679
21149,101619.67028358117,78128480.4764154
10863,8131471.2058225395,1423964597.5317004
17754,4541.63713902446,24391199.854467176
4484,2179116.8082808084,3983302659.9288373
10560,1835836.1471788078,206110715.57035494
24577,479724.05976995087,655344014.6343446
20326,410755.09118071466,236849195.6982854
21716,70994.87723830048,990609731.531776
10598,126189.63810558908,394612890.92333966
1433,299458.7794763834,498858738.0445759
5860,516212.65937474376,640595920.5668584
12426,269356.9785597817,797908738.8103163
10980,1549021.3586847393,64360177.82858525
22044,319159.1021234237,656642895.0014032
27830,2538117.0341862245,660233199.8709867
23077,207661.75715961467,596676168.1335882
26376,500066.08358712314,155212163.35785732
10406,351628.52772581583,1430971439.912847
23490,387328.12492436497,5740816491.57261
19566,551851.2669474431,6450891184.79471
11472,217494.80061559356,475022983.4019649
12063,111823.38185856723,133370663.93509263
8931,1434600.9990413154,271350708.425924
10968,3298561.9429695597,193152110.81365687
27755,2917572.4266246757,2043931932.8853965
26847,582851.2606020417,3035449384.9300256
1610,176514.67750090512,115656156.33395968
29236,337143.37848863384,152772197.28659964
16266,64442.794686947054,57727083.32681278
12393,966931.7404676896,226879183.38583782
26839,658196.2409084573,331387176.6735361
2767,272370.3747326022,986562776.530586
12776,3240533.9335650816,457852337.2815887
23176,1938270.3113155842,1787526540.4643688
216,1658139.247300245,196110939.44302043
24876,947409.1491783059,150196481.70819277
6165,47592.30316482675,2204105137.521653
3901,1115332.2584378792,726531486.2435898
21231,95055.47681057976,526613168.7642792
24636,234710.68907046056,121576514.42169794
9999,183681.71562831398,169253586.5454801
14797,131184.80093132774,318025329.85276574
6087,1631557.3141413522,182255252.23429236
14459,87332.97722655788,250413171.42517173
2856,1686684.1893847734,13111425352.463299
18217,92200.40750739703,4789653568.44767
17041,119952.06465200701,209722627.51898074
12414,27414.42320993062,766966393.6395471
9672,294845.2703872518,2863159025.2025633
516,144755.6158284633,349375287.8214448
11623,6536.968341260073,910041854.225439
8281,67812.37691687333,203340200.6880581
20256,333083.3928430597,628159621.446958
12078,2599918.7052955814,338217229.745673
17734,39367.05114720852,174012450.57212257
2157,682784.9797941621,130332580.61451592
28081,1724677.8217840882,287861064.1374517
10726,1552031.3850416115,489473848.9171526
29030,228737.17492219424,123955240.25207181
3096,1287757.221279095,40915761.89010023
22753,116639.56025492068,554716015.9674182
3108,297921.3835778585,326537816.74965733
10276,181134.35820777706,1449341732.7274663
21881,305224.1551287409,222486271.2721109
6427,1040029.6677334883,3944517766.4060926
9252,2167514.4931327505,213872362.90752286
2406,307326.5887404637,258275927.15303412
25038,53200.98427121464,191904384.10691112
14642,28576.959649256558,66009196.18480546
24743,1761406.2278379526,1789606224.9374866
18524,16283.259149395864,282610861.1869159
13420,569048.4540324357,10181874818.733377
3398,350256.80696373543,61145664.30406628
8943,266146.0453459737,2688077575.121059
27172,833713.0274577496,2449566651.2033453
6939,267900.5374869458,305751729.6765394
27315,1213958.748874391,2116366155.5083718
28314,33236.63040582946,276079516.17722917
27774,1893119.8594419258,711204573.6018898
9816,1253056.8180172255,408074074.7425711
16139,521953.8962274981,225045617.96561813
9418,18011.581867256882,294040483.5578431
12315,1147070.3966622073,2163249.901263641
2518,756926.4728919666,3940877746.5384097
29751,71914.1436275207,65934858.8784791
16601,337148.1493559855,680192163.279798
17592,391913.5146931459,1109183375.3584244
5100,430603.38618028554,872673193.3649162
9842,452773.6027056743,386059072.47360665
17187,185484.6208860647,128326078.29848392
7277,100844.7152636449,5082475821.700438
18772,2200478.94848484,231664470.24716043
10078,66946.40142131265,285342410.5969802
21770,758247.1377478648,1130013040.923771
26443,502434.7277271506,8558988399.762843
9892,72243.8282054993,1062810591.6533327
6328,298662.3334723967,277998907.3859404
10045,194395.5366030781,129648915.76025705
26119,31264.563563959466,472850914.6832358
14329,51373.81601179829,562027243.5253199
26755,228274.24280075214,420371152.1920764
11846,554855.5786492416,135156562.48929912
16586,196105.60508485578,453324507.2138948
17550,644190.0922036631,876504698.0982425
21264,4740526.157048015,845493846.7524103
15091,508052.209267327,732331779.5885987
23480,6260.813755373227,32236125.12234534
18393,121912.80466309168,897574958.0011053
22276,213391.3460899672,649184573.4410386
10399,79200.93870480945,189677918.45086464
8164,232640.21049506942,325429120.52322036
22500,2269467.528704751,872185858.8706787
10883,10745.106738600909,174863614.46385998
23086,178070.53627351075,582048105.4402611
24672,102076.31081345327,5711536912.745781
13720,28513.730350878766,259189859.87866762
17846,29093.20105029036,13451272765.073574
3382,5180746.222276053,4460660838.141543
9845,33041.83869278525,115298231.25106159
18832,100383.21478778998,78702101.04225886
19340,301310.33472978155,124791445.05414769
7339,1487829.1952729544,394078834.5356956
14368,638184.2208960915,1001135965.4408121
14659,139539.9054934966,191554040.27545506
428,118388.6956523438,318954367.02861875
16204,319407.5044435646,2673153938.4565306
17507,300927.8237047697,1106700.5418878414
624,7476692.003302626,1016354868.5040746
28355,149586.48143190905,69519756.29071367
17170,135993.57923463787,442485932.4428614
1138,593843.945505575,14641666.49024886
17663,1153560.9724092858,11283770.689720456
24511,41786.51928389268,1894926525.5370007
19542,118055.97577529505,43422511.71815257
4408,240843.61991816366,303281493.61704516
17120,50409.09056036603,358405617.8741316
10352,795932.2586974348,563490220.1054823
29596,58187.33030622319,97754319.28676406
9477,223623.97222194765,1277173.8384125272
10299,166515.06411625983,550854506.0778313
2885,294422.5700531707,11865626.235943168
18417,195222.48903396592,206302519.2658083
7500,581484.2454086229,769771359.0244385
2683,242204.11182008174,170338587.3242672
23493,544502.2410887362,5454227137.394794
17172,40032.40226321646,117794601.7130375
22924,3704262.2712171003,634283248.1494718
9898,28042.95760813905,1227109430.7919254
6216,17859.2300974292,451556109.3292643
20719,298344.1177465238,957675620.0437168
7978,464805.3855745904,381882362.8588079
11405,223016.990789525,62071778.10964707
5551,112868.9482937141,11370942.755300265
738,171134.37962940003,63765234.30746038
28717,900292.4249694139,320388677.7899406
10746,530380.0130246518,521483410.11487025
27645,82844.4241953156,86468309.65544738
7071,237539.76158915032,5411619.570986393
1710,1129988.918729142,250789070.70541942
3508,1526301.8366212891,91007749.14716661
23162,1421893.4577501647,145281807.50621754
29049,159945.9604753861,1634109843.529842
13804,11662.283366084079,826521505.6005988
13492,1710205.9022266204,150582051.93496954
18340,1268323.2626237017,175454737.06145784
12051,132423.94279066214,754549981.0590111
15955,387526.4561237593,1378115533.7810853
18003,114957.60839768812,138459941.97820228
7779,1980019.4181525116,145040996.17228413
9003,189158.60416914386,290510992.3913734
15746,48040.3533423189,285101692.31033057
25481,257527.0917929587,2731884225.3832135
733,764831.5017609173,155976682.25176492
14198,398737.9836270561,386769562.6143029
21906,148923.171458583,1486840535.2974946
21044,231801.8369403979,184474560.4431628
15820,280566.8744023158,1634485169.7821164
18842,919926.7706138333,1334033310.0377443
20244,283577.1752431652,846819977.9845364
8203,286486.70763609395,364946732.1368624
28966,1772131.7413975224,87186964.24333431
10586,204905.93273945907,13545681.047178205
19591,85489.71872596235,839293733.4250557
20199,115477.61140899948,508140577.8052678
18896,212135.4358787778,531856806.17764837
23628,111207.1984081427,13886418.513311062
4969,175959.95210626352,2781073236.398953
12621,159997.33574068043,1536870079.6339707
8247,200563.80808575024,40541666.31807383
24382,291880.99773041526,4117920368.8260336
2904,79099.56632093253,670830667.932861
20273,1855892.4807765938,809397905.3177232
12101,92327.37307577525,2465676303.784434
6069,1048168.4439084756,274539503.35785
12140,744624.7799838493,73082770.53236054
3698,539089.7979675784,2828119126.652249
29677,267587.1806266806,65708803.90314415
1912,419541.140444683,6535276.998955461
6400,2985769.370719805,532550953.05887234
4475,463719.57235001033,247426707.45204067
23454,197702.5438794023,737112154.6973158
29217,341581.2892466741,546990109.6769613
8345,1383189.5814434276,175874955.40411937
26623,182550.4350459325,725838856.1620432
26597,219269.3151464672,4242076938.9698973
10038,576680.9196087375,1046746940.7100732
3263,100368.79487334736,2374414660.19846
10261,111092.48054607761,1300569723.8063612
16982,1538123.5476253568,178420538.69250605
4977,192581.44882083734,85550292.55310154
11327,409723.22792496596,835433.8536415887
28216,587597.9090294527,1577016346.9608898
20346,27546.185388550457,2000448980.8429782
4229,36772.44507692657,348711600.3540132
5218,51165.51859751605,333952831.6518996
15844,79063.22040225162,4283050471.991395
19912,99513.72911830922,134671956.14672256
1427,60837.51584828212,1448881598.7650383
8121,290754.71298211685,294240819.60487205
12793,85781.7720817577,191752921.860934
10146,189059.9589712043,215711886.70073292
25767,28114.45881085031,12795891336.201902
26729,237660.9998799738,1429839968.5341089
14499,134223.86031693002,112354263.9949136
10438,484063.3484968109,433811151.8050159
14563,618875.7191437864,3536744515.7428255
16382,1230706.498572415,183343854.5492847
12947,536436.7888997642,409733647.56209934
16404,291967.15093435266,10999506448.695951
16383,1043435.3596989651,162674611.08594483
27165,254592.20633311814,700903939.6257838
6797,134544.56554101358,729411462.8476069
11387,294105.0300293534,656034666.7394518
16953,983907.1562714691,653340142.0707041
2041,1526396.519253831,421512263.45132685
9403,1200605.7501226948,669225696.7955083
14050,2259442.5378993624,954264703.5078334
2907,241334.2624410972,1216511509.4592307
9199,66483.34642819258,4856967.790430915
8739,3114231.7049673786,250017594.70421442
14410,139251.3864852898,144171770.52348414
29287,4256341.081477487,846920041.8451717
1660,319733.1114126528,424239971.0592042
7318,841129.4957608731,468452696.41959345
11788,30515.594580465484,53833284.8549345
17306,248630.62029101737,63888561.55323546
24753,481182.83810160775,812184746.624567
24337,6868255.684933863,1195303278.6106687
27316,450330.98996286665,1088589583.6642964
4981,282435.2797892898,195071944.78809187
14770,370185.6270898574,4341562861.419057
28421,5021.399659110766,6836925441.642736
26899,903780.8818386699,96695731.17177083
20086,113824.96099953949,475139666.40671325
4984,98256.7478665448,467396893.4787043
15281,5471033.218084038,702814454.225516
26494,439659.99506477057,374337233.36428136
21581,276196.00772943476,1504962917.8443203
896,506485.8101235659,384848364.106206
1684,175532.4771770369,2737270897.990258
16497,81945.45713023424,2034901921.9659796
16983,2024835.6566321158,343914568.81968963
11193,134548.92360413077,89820599.01816987
9520,684167.1133412175,419747124.83682746
1487,1625241.4605649842,95185257.77897114
22667,2843817.461383061,931882031.571189
25028,129866.92275693269,1133111867.305311
9633,1279380.2052913378,300889397.9613899
22323,468454.77183630073,45055349.42360265
10242,151331.5599766063,664053591.4223822
21377,237752.9494415307,1819905164.5754986
15736,256474.3899338418,3417786761.3058147
25681,462819.12688547495,220806351.95899215
8354,51059.870635232975,493431240.29656625
6346,150719.6451126342,1029262109.6649227
13999,89554.74010484648,353927276.78684723
11990,50372.05618499947,253026828.48337165
5427,1618062.3141799134,615426754.8529348
17694,282322.4356901754,703955944.0519379
24221,400488.73798247695,5454087754.218551
5640,84907.49306524883,658701427.9412804
12705,394869.8076352958,447552816.59554017
5720,1120633.1251746728,74773092.68515383
22234,237343.35997058943,90577715.77097136
12463,958297.3900447323,355668630.595847
25708,20414.679749333423,544641384.0932966
18836,282408.8413718927,169422257.24216598
17814,103541.35485086957,52943827.664685875
3483,63801.501913257125,149437333.66914883
17086,327685.0903383039,437391586.9439815
15980,2866886.6376789375,6966209582.002332
27218,385602.35790553706,1170555344.7060425
17816,380151.8012020698,108673447.10318574
21189,315530.8358896955,30898234.65244017
3230,306486.7048321575,1418848226.9160104
2476,207980.0806793611,13504535.079831142
27719,1062531.5706754155,728752419.2661793
24625,408335.2238313478,6986585.837289593
9427,1128166.8068242902,521621452.9798881
15518,499525.29311473906,212723093.8809127
27758,2887352.6633925587,1896749851.3269258
7997,1252057.6228706616,549343558.5838144
7255,879059.7492749727,255790805.8884286
644,189639.4620731316,875210968.2583835
2507,1416046.0181995402,967771786.3831239
17731,82866.07414802955,64472102.71897447
10353,887522.5019553365,595594393.4180881
12738,973830.480752984,871295879.3906887
3473,80238.43746557018,68334596.68925554
23597,953910.7422935708,13733208640.501587
27974,475789.9435220637,40782676.30376107
1227,20413.075233943116,331969395.30809134
3799,251610.08303859693,3632428807.2481265
11622,36022.060195385195,974122004.0268246
10205,1003.4681436806754,24370043.874639366
3658,91313.1547751535,122570153.7634779
28294,1091151.22661462,212540451.71561342
18553,636082.4405249496,113600894.2710334
22255,953783.088516144,328620603.86721385
16011,21667.86642813734,437933487.51698977
12417,6266.823907212098,1337595535.441291
2561,386801.7505513075,710362112.7248949
20241,788648.4123167656,968316772.4523057
27942,142065.20806115688,270115236.04965097
18072,477007.09165582416,804639872.0282494
12556,65619.20902342943,4446420427.795485
16338,381812.7061986321,2291693.507287726
6562,171256.19184717882,629810300.9877213
15293,400078.0036108904,236144394.71481043
22256,204949.45584737053,132651686.98539546
173,397176.31519093335,544497664.685892
14493,317692.31202451664,229003996.27111766
20380,87010.43932512077,1251786499.8845794
25074,165025.18220812484,16592565.217147563
17599,348699.689781666,1437257274.1539388
17346,11846.420560858889,77162307.19442233
23853,429653.5586369722,2231714324.4779305
2227,1039646.362180497,353399405.21981645
19995,152832.1404092372,173636329.93721136
2585,30990.10292601389,13594175501.596802
29774,267142.9724471309,139078445.03831524
26536,35616.91650614841,2320213739.7425246
5742,111980.38896350673,3513947817.300129
23431,921109.16892022,2821544543.0551176
9942,354659.81164331245,34931854.82364425
17115,587721.0947329194,6231813870.061482
10814,3304329.457638949,1312250852.1211784
12518,123476.3484531496,257315931.75882995
8786,678070.8828510153,1218171477.912798
10884,17521.039421149042,399494212.20872384
14538,4034310.666488227,388624735.95382357
13534,524133.18090562266,12098209437.342464
