X,Y,Дельта,Питающий канал,Оползни,Конуса прорыва,Лопасти,Распределительный канал,Контуриты,is_well,well_name
476946,6996895,0.11689893462939997,0.12106621858043404,0.16694405275201768,0.150696595955207,0.16798990629308597,0.16673406066357638,0.109670231126279,False,None
477046,6996895,0.12818143297367685,0.14255723903478723,0.1516570441133704,0.1487402077258324,0.13396878209291768,0.2007127608856784,0.09418253317373704,False,None
477146,6996895,0.17635873678709296,0.1338042970574575,0.14892678149617034,0.11627919004665851,0.10684490758872602,0.2304542876859982,0.0873317993378964,False,None
477246,6996895,0.1775015884048061,0.1278516789661897,0.1489136660171293,0.10951146001976436,0.10380933654813113,0.22109311176550128,0.11131915827847802,False,None
477346,6996895,0.1475072978154545,0.13163252656965047,0.0967656646576405,0.15367875737057085,0.13101542396560034,0.18960074928260712,0.1497995803384762,False,None
477446,6996895,0.12801421880427255,0.1208163391458558,0.08141115533179893,0.1642001290990316,0.1838073113553215,0.17965745602280075,0.1420933902409189,False,None
477546,6996895,0.09819557603826978,0.1048491180781529,0.12291811103968267,0.127515190341983,0.23310573171843058,0.18796314543267567,0.12545312735080547,False,None
477646,6996895,0.11230681010884641,0.12169529426681386,0.15801617749473443,0.10140534629492642,0.22479961702400297,0.1575953983611691,0.12418135644950688,False,None
477746,6996895,0.15694906103740341,0.17152470324384522,0.18571914120956834,0.10259683227807832,0.1440613478453958,0.11965036344665063,0.11949855093905834,False,None
477846,6996895,0.18337288123702908,0.1839323420132995,0.17556064740679783,0.14001318017213016,0.10471831863892261,0.10884979531397192,0.10355283521784892,False,None
477946,6996895,0.1793037669895052,0.13430319066467516,0.16111066011943131,0.18030519885184898,0.13013570957732531,0.10199668286242493,0.11284479093478919,False,None
478046,6996895,0.11483027945582298,0.08672373715936724,0.14673524007165376,0.1907881719568048,0.16173842378834855,0.13819398054448634,0.16099016702351643,False,None
478146,6996895,0.05739601019492355,0.08309767732964918,0.11830697274344378,0.18289704578071453,0.18678833050930144,0.19902846344109565,0.17248550000087198,False,None
478246,6996895,0.05535234284412209,0.09868689382426993,0.09558760551454623,0.1789637755811089,0.18426981044718413,0.222674722166052,0.16446484962271674,False,None
478346,6996895,0.09613686358008128,0.11831617549494948,0.09440020536776196,0.14122920508435802,0.15861483111650893,0.22460592796587933,0.16669679139046095,False,None
478446,6996895,0.11460171400850724,0.13904214043397983,0.12038770666741633,0.112697804246532,0.1424680230527315,0.2238729411437675,0.14692967044706556,False,None
478546,6996895,0.09476080709229953,0.13967069015889455,0.17291466691060509,0.10795710161291536,0.1370298797831765,0.22178166373774147,0.12588519070436757,False,None
478646,6996895,0.08768088763077724,0.11508821714751882,0.17975904350795788,0.097742559063273,0.17384697866412466,0.19389406649621735,0.15198824749013112,False,None
469446,6996995,0.09522100693871184,0.08831837992899827,0.15519539740302762,0.10360651325875285,0.2075668255084047,0.18089988495283132,0.16919199200927337,False,None
469546,6996995,0.11573907876089524,0.10725555282789731,0.1580790454396159,0.14956568983964952,0.1374354204377508,0.1955319690984385,0.13639324359575267,False,None
469646,6996995,0.12635831191353575,0.14281261760095162,0.1351425951483594,0.17964563991284582,0.09882291207848928,0.17904370654524748,0.1381742168005706,False,None
469746,6996995,0.13762926502994852,0.15697625343021743,0.09315642950907432,0.1605327311633118,0.14098736221719457,0.1556862615041539,0.15503169714609946,False,None
469846,6996995,0.14864720013867716,0.1656942008795343,0.07924014129125513,0.12908454983155473,0.14436469551329584,0.18862318214838597,0.1443460301972969,False,None
469946,6996995,0.1539035048431611,0.16581115130186386,0.07566176276468847,0.14579392381775447,0.09669000904481549,0.23940562668531548,0.12273402154240112,False,None
470046,6996995,0.13967229791987126,0.12923351916284542,0.0792557186144716,0.15998985749114636,0.107469854379757,0.2687675813906858,0.11561117104122248,False,None
470146,6996995,0.1428370960723006,0.09380069787301967,0.08882327228115486,0.12999229274899474,0.16075545897546362,0.2550873359831583,0.12870384606590826,False,None
470246,6996995,0.18932247622713982,0.08339803840081678,0.10904898594106921,0.11351503176038205,0.1469792537435524,0.22140740399168984,0.13632880993534996,False,None
470346,6996995,0.20962808992811185,0.09487115774696822,0.12803062985409358,0.10847444629999087,0.115017885934055,0.19934757083243726,0.14463021940434334,False,None
470446,6996995,0.1614116768653116,0.13803230392556415,0.11471119737864882,0.13840736483362906,0.1249001785007686,0.15949060183010794,0.1630466766659699,False,None
470546,6996995,0.13138405394060837,0.15589958266222437,0.07852239606037194,0.1529138936781202,0.16731124193140035,0.14927580983011618,0.16469302189715862,False,None
470646,6996995,0.18391796094222856,0.11283929257527169,0.07187936954065276,0.11467246287601462,0.18073206428328564,0.17857780038018994,0.15738104940235684,False,None
470746,6996995,0.2293978347460494,0.07751844528792885,0.10759879585034787,0.11475970336346641,0.15415067050627335,0.15702892929559842,0.15954562095033578,False,None
470846,6996995,0.19253829872087838,0.08223469706974554,0.1622134179357138,0.15496067029945335,0.11636269539288732,0.1497763777531765,0.14191384282814523,False,None
470946,6996995,0.15787292753834636,0.1222176226529022,0.16969607239178314,0.1442946013816146,0.08567531715064373,0.18293843509789645,0.13730502378681356,False,None
471046,6996995,0.1801268787013701,0.19362314375748702,0.13671603097142185,0.09608489913326203,0.09322811508552642,0.172693013301554,0.12752791904937855,False,None
471146,6996995,0.15717496213638835,0.25734863982373374,0.13350755798246244,0.07898688313803945,0.11333588530430924,0.14962666638772665,0.11001940522734015,False,None
471246,6996995,0.1295230321602043,0.2570424909683252,0.1718309205833726,0.09131237431739295,0.09392784888801048,0.12234409706928859,0.13401923601340593,False,None
471346,6996995,0.1709740751788343,0.2115466385368719,0.15730623102846555,0.15752828573202882,0.06244545689071713,0.08458601630290302,0.15561329633017934,False,None
471446,6996995,0.19082152027000177,0.18132242674087642,0.10303089598761389,0.23875472708190815,0.05613399510321819,0.09001050276327233,0.13992593205310933,False,None
471546,6996995,0.15665347424812193,0.16115024212605703,0.11136249855951764,0.254475349783148,0.0788623864340706,0.11018968813566887,0.12730636071341594,False,None
471646,6996995,0.12413041117341203,0.15373595156195263,0.15026959851816749,0.21036045461275607,0.1367119970265775,0.09692547839215476,0.1278661087149796,False,None
471746,6996995,0.1087699211786441,0.2155381727423507,0.1434705793722847,0.1434296457909394,0.16836317519398786,0.12125103905267984,0.09917746666911348,False,None
471846,6996995,0.12476689733480006,0.26452046859728756,0.117295335287032,0.1014423754489727,0.12059254685737757,0.19001976415759972,0.08136261231693045,False,None
471946,6996995,0.16678116006158583,0.2302894870681826,0.13319388601545473,0.12069805741400644,0.0677935089280045,0.19756373617336237,0.08368016433940353,False,None
472046,6996995,0.1856941615007439,0.1962813499013264,0.1592622037793239,0.1943511249748456,0.04719793976988637,0.13232387622245614,0.08488934385141775,False,None
472146,6996995,0.168161432447288,0.20854279546548396,0.1504691933891374,0.20484403851329092,0.08288620637961394,0.0924902604806416,0.09260607332454421,False,None
472246,6996995,0.14906468447491128,0.20037013549913996,0.15254541202723743,0.14593750659096594,0.14154797278843664,0.08068624511386446,0.12984804350544432,False,None
472346,6996995,0.1133269811034064,0.1846047873534699,0.16175904782369857,0.13831881190927123,0.15584569671003917,0.09845141702947038,0.14769325807064437,False,None
472446,6996995,0.08610985442180405,0.15993149715241553,0.13721098897374814,0.18433002405712934,0.17398614397883994,0.13037152507863214,0.128059966337431,False,None
472546,6996995,0.06817564691645675,0.13143283141276166,0.12554463822861864,0.22274393985603042,0.20437891377964867,0.14435903762248742,0.10336499218399656,False,None
472646,6996995,0.08207731794140141,0.1392370406511967,0.1413783659317273,0.21168384667681533,0.18402407865014297,0.15912033517434182,0.08247901497437458,False,None
472746,6996995,0.14669643570871663,0.1317268051616882,0.1379690146882068,0.1632938343916086,0.1281364646827384,0.1879485241192168,0.10422892124782468,False,None
472846,6996995,0.18729999779681075,0.10615111888652946,0.10010261953778292,0.1513428598988538,0.1182534540428331,0.19776329919776175,0.1390866506394283,False,None
472946,6996995,0.1718006087592535,0.09030415331419693,0.11075865771494488,0.1695526857261755,0.1409423690675379,0.17804749223981933,0.138594033178072,False,None
473046,6996995,0.1504538274241835,0.067953122025218,0.1610279942813524,0.1724239902887059,0.16943189800394085,0.14175018444132956,0.1369589835352699,False,None
473146,6996995,0.13001732702639515,0.06409555390812091,0.1632080815410695,0.18042538810219338,0.18256579410145773,0.11713600826872514,0.1625518470520382,False,None
473246,6996995,0.1065056062557902,0.10841887487930939,0.1262581388163467,0.20417616493442137,0.15343731565138855,0.11993734344103317,0.18126655602171068,False,None
473346,6996995,0.12023243656057539,0.17476523396837418,0.10711210080833138,0.202426397110532,0.12429095450891958,0.12180859785291115,0.14936427919035639,False,None
473446,6996995,0.13979060644902752,0.1748411125065566,0.11766026815878249,0.16674492442449762,0.14103344807660173,0.1367041086917655,0.1232255316927686,False,None
473546,6996995,0.13617626717703377,0.12922241248903174,0.10944768947069677,0.14509439866592716,0.18031295347968496,0.12859922843622162,0.17114705028140403,False,None
473646,6996995,0.12071386075863999,0.11286431896247959,0.11815264413488277,0.1530825856803833,0.17278953486465257,0.10997587061213926,0.2124211849868226,False,None
473746,6996995,0.12840510310406125,0.12424797026987006,0.15145385069787004,0.1673290940984299,0.10555817883448457,0.14451555454777193,0.17849024844751238,False,None
473846,6996995,0.1361062980571818,0.12194099479197573,0.14555811944986985,0.17834059353535847,0.06385469633129666,0.20500592637231524,0.14919337146200234,False,None
473946,6996995,0.10421695967619293,0.12877258651085421,0.14393988683847903,0.15245104971987028,0.05170698431946162,0.24646309207252418,0.1724494408626178,False,None
474046,6996995,0.0840757546788202,0.15093956629171018,0.18334483313699584,0.11743538821615765,0.04144831818844909,0.24183057224673962,0.18092556724112746,False,None
474146,6996995,0.10081351927951113,0.1570887922950724,0.2114325293836068,0.1129570371306438,0.06555402101534878,0.18183604339672838,0.17031805749908877,False,None
474246,6996995,0.10168343908222083,0.1743098744196052,0.22888417624425256,0.10394869790557684,0.11998992419576221,0.11727042242539039,0.153913465727192,False,None
474346,6996995,0.09755935456209158,0.17746941972352623,0.22490413095005418,0.11014073190022408,0.14278432994785276,0.10794192596914443,0.13920010694710688,False,None
474446,6996995,0.11279583644962629,0.15217498247217304,0.18733319233955056,0.1471097729424795,0.12285586205831367,0.1430978531215188,0.13463250061633814,False,None
474546,6996995,0.1395023580834917,0.11529077882040653,0.1624231169556819,0.17624392026643018,0.09921239856592659,0.18905983463542164,0.11826759267264136,False,None
474646,6996995,0.16241059467979657,0.11771977932884348,0.16958708249216856,0.16427521419032695,0.06822141712854748,0.21734274214536226,0.10044317003495468,False,None
474746,6996995,0.14606412238061448,0.16354236239948017,0.18732652348606854,0.12408132815909897,0.03877109067759914,0.20406829387251962,0.13614627902461907,False,None
474846,6996995,0.12000079138226487,0.18164453340192177,0.18668704022601634,0.11292579728084325,0.05183768546063877,0.17063521006135907,0.176268942186956,False,None
474946,6996995,0.15589739491596571,0.17482240771944738,0.15873217700249254,0.11768350090936999,0.09302414749386798,0.15673587583985885,0.14310449611899756,False,None
475046,6996995,0.19586378135854915,0.19984966430651716,0.12394928898585081,0.09685322306484723,0.11179934037777389,0.164258108682511,0.10742659322395073,False,None
475146,6996995,0.16843551351639036,0.20788810146395542,0.09552346973627884,0.10394066180116343,0.10679531785012786,0.17782594838133883,0.13959098725074534,False,None
475246,6996995,0.1252983224090716,0.18803515628115725,0.07230808024275943,0.16060716202289038,0.0875060615901906,0.19065587564220532,0.17558934181172553,False,None
475346,6996995,0.1421446602244401,0.1887543574399353,0.05981122487101801,0.1986764694934981,0.08593099285190348,0.17720889274584153,0.14747340237336362,False,None
475446,6996995,0.1654902401524276,0.20522730844523313,0.09514527523376912,0.1867607303410678,0.10335174932703793,0.16013797565793964,0.0838867208425249,False,None
475546,6996995,0.1215471977157343,0.17612355674393532,0.1579433084968322,0.1360502026101688,0.154337147406318,0.17183228098453818,0.08216630604247326,False,None
475646,6996995,0.07302399889553815,0.1382747394991263,0.19366540844294583,0.10559233440822366,0.19524450777391106,0.17562472408950097,0.11857428689075397,False,None
475746,6996995,0.06580842573989415,0.11750043319136433,0.20267869094909674,0.11767420938309715,0.17877791284390765,0.18606592026473934,0.13149440762790066,False,None
475846,6996995,0.07736052727267828,0.1473794696591964,0.18041006488231273,0.12918823972993673,0.11125655472343597,0.18447837104522047,0.1699267726872195,False,None
475946,6996995,0.11361163569683538,0.21405019913191237,0.11421880852184865,0.1423016421379259,0.06757330449965768,0.140374042978794,0.20787036703302608,False,None
476046,6996995,0.1599674417275603,0.22147511241172624,0.05860538143786929,0.16344292560826368,0.08155591603896348,0.10450184482028457,0.21045137795533253,False,None
476146,6996995,0.17098730646515914,0.17038570282796298,0.0866403226108643,0.14429652832203976,0.10534336652673351,0.13060311428723867,0.19174365896000162,False,None
476246,6996995,0.15663599007185292,0.12289071424051795,0.1701944726896397,0.10023328236328871,0.09358257953407748,0.18404941617449783,0.17241354492612543,False,None
476346,6996995,0.12844298554534195,0.1307511822943483,0.2147119877721242,0.1078647795777772,0.05671037072295262,0.1941908957178202,0.16732779836963557,False,None
476446,6996995,0.09528856800881003,0.13709564789101686,0.22184539353668278,0.1760331111069803,0.05402518831728975,0.1805999373132613,0.13511215382595904,False,None
476546,6996995,0.09970441230703903,0.10267544538375833,0.2105979360818782,0.22343711128885674,0.09773432593966798,0.17087496149311693,0.0949758075056828,False,None
476646,6996995,0.13678262428789117,0.08572581229722902,0.1836501011871265,0.19664107713553203,0.14344214645367298,0.1508500942333216,0.10290814440522669,False,None
476746,6996995,0.14668004799838003,0.10883865355022013,0.16627427119490978,0.15399627723782078,0.15858892366522837,0.1276608869637109,0.13796093938972995,False,None
476846,6996995,0.12744278000269366,0.14101177041603172,0.15063116222317813,0.15744386298118268,0.1555543753296525,0.09221684817715806,0.1756992008701033,False,None
476946,6996995,0.10150773981737693,0.16749167850092445,0.13846344728656382,0.16729699162229528,0.1659945184641698,0.05080087659353037,0.20844474771513943,False,None
477046,6996995,0.09607144877999871,0.16451919435411352,0.13203422133687992,0.13968146349689353,0.19112261284691184,0.05858174304248286,0.21798931614271966,False,None
477146,6996995,0.11558950017021732,0.10845460578872124,0.1359563182501133,0.10433951243396412,0.20770253076536527,0.12908973545344254,0.1988677971381762,False,None
477246,6996995,0.1203962706992002,0.06134492308955895,0.15302129729098618,0.11576129785327552,0.18969928112225976,0.1903567816232029,0.16942014832151647,False,None
477346,6996995,0.13215891029929602,0.07415463233679068,0.17814127583603526,0.16248404646389242,0.12911134809834723,0.19104308846447843,0.13290669850116005,False,None
477446,6996995,0.1542197081775235,0.112091522117691,0.21221480442275897,0.18634063448916,0.08502272710616514,0.1581931239834269,0.0919174797032745,False,None
477546,6996995,0.1758857335706327,0.12885266876757315,0.2303708602614019,0.16450834279551343,0.08922797192379149,0.1151828527506,0.09597156993048733,False,None
477646,6996995,0.18501405560494874,0.1298190139099376,0.19133093864126044,0.11304691062176675,0.10910566681236733,0.10258300522863659,0.16910040918108257,False,None
477746,6996995,0.18396935462804775,0.11474449983778041,0.15231192281303912,0.10785120735039211,0.12144057196966776,0.11474681644843382,0.204935626952639,False,None
477846,6996995,0.15338848881057798,0.09479276201331338,0.17282807713044457,0.1438397020119725,0.13521689631075862,0.14320988240423188,0.15672419131870113,False,None
477946,6996995,0.11325878570878486,0.08776498044801925,0.19117299371478172,0.14497545351439328,0.15591779047503446,0.15781058216150606,0.14909941397748042,False,None
478046,6996995,0.0972209482350383,0.08158807110704991,0.18827097220603023,0.10090241029002814,0.1665696317272456,0.20443811320459798,0.16100985323001002,False,None
478146,6996995,0.10467418426499983,0.10351597963022413,0.15847864990656035,0.08861224545515943,0.16435018515803793,0.24154049198910718,0.13882826359591122,False,None
478246,6996995,0.13203316311655044,0.1268089372431601,0.11560418228726042,0.12676701061100581,0.1608411151585541,0.21469268803912644,0.12325290354434268,False,None
478346,6996995,0.13141418274401026,0.13014801926407737,0.11434389064289022,0.15368645844015402,0.14248132105950573,0.20291476878042208,0.12501135906894034,False,None
478446,6996995,0.1275563216055726,0.14480066237583938,0.13760510470484055,0.13795408959567812,0.1184676513664597,0.20326334570703042,0.13035282464457937,False,None
478546,6996995,0.16155668582882307,0.15653881619937232,0.12875369507817228,0.14167667583957816,0.12801395719566827,0.16592277703476363,0.11753739282362241,False,None
478646,6996995,0.19018630413242876,0.14962519232525157,0.10136889025893836,0.16466793767441473,0.16087821900845348,0.1175041026404269,0.1157693539600862,False,None
469446,6997095,0.19511884905401433,0.1127090091828789,0.11921600807196772,0.15248786214334814,0.1743600906555292,0.11160114670515439,0.1345070341871073,False,None
469546,6997095,0.1978362002290832,0.06348408782004769,0.15999754152491186,0.1397555851907723,0.13533326183612285,0.1553602908789472,0.1482330325201149,False,None
