X,Y,Дельта,Питающий канал,Оползни,Конуса прорыва,Лопасти,Распределительный канал,Контуриты
-1.2599537076914302,-2.182010172017117,0.14293025,0.14358383,0.1425516,0.14368454,0.14149636,0.14365998,0.14209343
-1.2469704053308635,-2.182010172017117,0.14292523,0.1435861,0.14255692,0.14368442,0.14149106,0.14366771,0.14208852
-1.2339871029702967,-2.182010172017117,0.14292015,0.14358841,0.14256233,0.14368431,0.14148569,0.14367555,0.14208354
-1.22100380060973,-2.182010172017117,0.14291503,0.14359073,0.1425678,0.1436842,0.14148024,0.14368348,0.1420785
-1.2080204982491631,-2.182010172017117,0.14290984,0.1435931,0.14257334,0.1436841,0.14147477,0.14369151,0.14207342
-1.1950371958885964,-2.182010172017117,0.1429046,0.14359549,0.14257893,0.14368397,0.14146921,0.14369962,0.14206827
-1.1820538935280296,-2.182010172017117,0.14289927,0.14359789,0.14258458,0.14368385,0.14146358,0.14370781,0.14206305
-1.1690705911674626,-2.182010172017117,0.1428939,0.14360033,0.1425903,0.14368375,0.1414579,0.14371611,0.14205778
-1.1560872888068958,-2.182010172017117,0.14288847,0.14360279,0.14259608,0.14368363,0.14145215,0.1437245,0.14205246
-1.143103986446329,-2.182010172017117,0.14288297,0.14360529,0.14260194,0.14368351,0.14144634,0.143733,0.14204708
-1.1301206840857623,-2.182010172017117,0.1428774,0.14360781,0.14260784,0.14368337,0.14144044,0.14374156,0.14204161
-1.1171373817251955,-2.182010172017117,0.14287488,0.14360894,0.14261052,0.14368331,0.14143778,0.14374545,0.14203914
-1.1041540793646287,-2.182010172017117,0.14286911,0.14361157,0.14261666,0.14368318,0.14143167,0.14375436,0.14203347
-1.091170777004062,-2.182010172017117,0.14286329,0.14361422,0.14262287,0.14368306,0.14142552,0.14376338,0.14202777
-1.0781874746434952,-2.182010172017117,0.14285737,0.14361686,0.14262913,0.1436829,0.14141925,0.14377245,0.14202195
-1.0652041722829284,-2.182010172017117,0.14285144,0.14361958,0.14263548,0.1436828,0.14141296,0.14378168,0.14201613
-1.0522208699223614,-2.182010172017117,0.14284539,0.1436223,0.14264189,0.14368264,0.14140658,0.14379096,0.14201021
-1.0392375675617946,-2.182010172017117,0.14283931,0.14362505,0.14264835,0.14368251,0.14140014,0.14380035,0.14200424
-1.0262542652012279,-2.182010172017117,0.14283317,0.14362785,0.1426549,0.14368238,0.14139365,0.14380985,0.14199822
-1.013270962840661,-2.182010172017117,0.14282696,0.14363067,0.14266151,0.14368224,0.14138708,0.14381945,0.14199214
-1.0002876604800943,-2.182010172017117,0.1428207,0.14363351,0.1426682,0.1436821,0.14138043,0.14382915,0.14198598
-0.9873043581195275,-2.182010172017117,0.14281432,0.14363638,0.14267494,0.14368193,0.14137371,0.14383893,0.14197974
-0.9743210557589607,-2.182010172017117,0.14280793,0.14363928,0.14268176,0.1436818,0.14136694,0.14384884,0.14197347
-0.9613377533983939,-2.182010172017117,0.14280146,0.14364222,0.14268865,0.14368166,0.14136009,0.14385884,0.14196712
-0.9483544510378271,-2.182010172017117,0.14279494,0.14364518,0.1426956,0.14368151,0.14135318,0.14386894,0.14196071
-0.9353711486772603,-2.182010172017117,0.14278832,0.14364818,0.14270265,0.14368136,0.14134619,0.14387915,0.14195423
-0.9223878463166935,-2.182010172017117,0.14278165,0.1436512,0.14270975,0.1436812,0.14133912,0.14388946,0.14194769
-0.9094045439561267,-2.182010172017117,0.14277491,0.14365424,0.14271691,0.14368103,0.14133199,0.14389986,0.14194106
-0.8964212415955599,-2.182010172017117,0.1427681,0.14365733,0.14272417,0.14368089,0.14132479,0.14391038,0.1419344
-0.8834379392349931,-2.182010172017117,0.14276122,0.14366044,0.14273149,0.14368074,0.14131752,0.143921,0.14192764
-0.8704546368744264,-2.182010172017117,0.14275427,0.14366359,0.14273888,0.14368056,0.14131016,0.14393173,0.14192083
-0.8574713345138595,-2.182010172017117,0.14274725,0.14366676,0.14274633,0.1436804,0.14130273,0.14394256,0.14191395
-0.8444880321532927,-2.182010172017117,0.14274018,0.14366996,0.14275387,0.14368023,0.14129524,0.1439535,0.14190699
-0.8315047297927259,-2.182010172017117,0.14273304,0.14367321,0.1427615,0.14368008,0.1412877,0.14396457,0.1419
-0.8185214274321592,-2.182010172017117,0.1427258,0.14367647,0.14276917,0.1436799,0.14128004,0.14397572,0.1418929
-0.8055381250715923,-2.182010172017117,0.14271852,0.14367978,0.14277694,0.14367974,0.14127234,0.143987,0.14188576
-0.7925548227110255,-2.182010172017117,0.14271115,0.1436831,0.14278477,0.14367956,0.14126453,0.14399837,0.14187853
-0.7795715203504587,-2.182010172017117,0.14270371,0.14368647,0.14279267,0.14367938,0.14125668,0.14400986,0.14187123
-0.766588217989892,-2.182010172017117,0.14269622,0.14368987,0.14280067,0.1436792,0.14124873,0.14402147,0.14186388
-0.7536049156293252,-2.182010172017117,0.14268863,0.14369328,0.14280874,0.14367902,0.1412407,0.14403316,0.14185643
-0.7406216132687583,-2.182010172017117,0.14268099,0.14369676,0.14281689,0.14367884,0.14123262,0.144045,0.14184894
-0.7276383109081915,-2.182010172017117,0.14267327,0.14370026,0.1428251,0.14367867,0.14122446,0.14405693,0.14184137
-0.7146550085476248,-2.182010172017117,0.14266624,0.14370343,0.14283259,0.1436785,0.14121702,0.14406781,0.14183447
-0.701671706187058,-2.182010172017117,0.14265937,0.14370653,0.14283988,0.14367834,0.14120974,0.14407842,0.14182773
-0.6886884038264911,-2.182010172017117,0.1426524,0.14370967,0.14284727,0.14367816,0.14120239,0.14408915,0.14182091
-0.6757051014659243,-2.182010172017117,0.1426454,0.14371285,0.14285474,0.143678,0.14119498,0.1441,0.14181404
-0.6627217991053576,-2.182010172017117,0.14263831,0.14371604,0.14286229,0.14367782,0.14118747,0.14411095,0.14180708
-0.6497384967447908,-2.182010172017117,0.14263116,0.1437193,0.14286992,0.14367767,0.1411799,0.14412203,0.14180006
-0.6367551943842239,-2.182010172017117,0.14261948,0.1437208,0.14287868,0.14367455,0.14117275,0.14413771,0.14179613
-0.6237718920236571,-2.182010172017117,0.14260757,0.14372228,0.14288752,0.14367135,0.14116551,0.14415358,0.14179218
-0.6107885896630904,-2.182010172017117,0.1425956,0.14372382,0.14289647,0.14366814,0.14115821,0.14416961,0.14178818
-0.5978052873025236,-2.182010172017117,0.14258355,0.14372537,0.1429055,0.14366493,0.14115083,0.14418578,0.14178412
-0.5848219849419568,-2.182010172017117,0.14257139,0.14372693,0.14291462,0.14366171,0.14114337,0.14420208,0.14178
-0.5718386825813899,-2.182010172017117,0.14255913,0.14372852,0.1429238,0.14365844,0.14113581,0.1442185,0.1417758
-0.5588553802208232,-2.182010172017117,0.14254677,0.14373015,0.14293309,0.14365518,0.1411282,0.14423507,0.14177155
-0.5458720778602564,-2.182010172017117,0.14253435,0.14373179,0.14294244,0.1436519,0.1411205,0.14425178,0.14176725
-0.5328887754996896,-2.182010172017117,0.1425218,0.14373346,0.14295189,0.1436486,0.14111272,0.14426862,0.14176287
-0.5199054731391227,-2.182010172017117,0.14250918,0.14373517,0.14296144,0.1436453,0.14110488,0.14428562,0.14175846
-0.506922170778556,-2.182010172017117,0.14249645,0.1437369,0.14297107,0.14364198,0.14109695,0.14430274,0.14175397
-0.4939388684179892,-2.182010172017117,0.14248364,0.14373866,0.14298078,0.14363864,0.14108893,0.14432001,0.14174941
-0.48095556605742235,-2.182010172017117,0.1424707,0.14374043,0.14299056,0.14363527,0.14108083,0.1443374,0.14174479
-0.4679722636968556,-2.182010172017117,0.1424577,0.14374223,0.14300045,0.14363192,0.14107266,0.14435495,0.14174011
-0.4549889613362888,-2.182010172017117,0.1424446,0.14374408,0.14301042,0.14362852,0.14106442,0.14437264,0.14173537
-0.44200565897572197,-2.182010172017117,0.14243138,0.14374593,0.14302047,0.14362513,0.14105608,0.14439046,0.14173058
-0.4290223566151552,-2.182010172017117,0.14241965,0.14374596,0.14302781,0.1436209,0.1410509,0.14440523,0.1417295
-0.41603905425458837,-2.182010172017117,0.14241026,0.14374325,0.14303103,0.14361545,0.14105055,0.14441535,0.14173414
-0.4030557518940216,-2.182010172017117,0.14240076,0.14374055,0.14303431,0.14360999,0.1410501,0.14442559,0.1417387
-0.39007244953345477,-2.182010172017117,0.14239118,0.14373788,0.14303769,0.1436045,0.14104958,0.14443597,0.14174321
-0.377089147172888,-2.182010172017117,0.14238147,0.14373523,0.14304115,0.14359899,0.14104898,0.14444648,0.14174765
-0.36410584481232117,-2.182010172017117,0.1423717,0.1437326,0.1430447,0.14359349,0.14104833,0.14445715,0.14175208
-0.3511225424517544,-2.182010172017117,0.14236204,0.14373045,0.1430486,0.14358836,0.14104709,0.14446792,0.1417556
-1.5455863596239,-2.1689940108953323,0.14305216,0.14352846,0.14242187,0.14368716,0.14162539,0.1434719,0.14221303
-1.5326030572633331,-2.1689940108953323,0.143048,0.14353037,0.14242631,0.14368707,0.14162098,0.14347832,0.14220893
-1.5196197549027664,-2.1689940108953323,0.1430438,0.14353229,0.1424308,0.143687,0.14161652,0.14348483,0.1422048
-1.5066364525421994,-2.1689940108953323,0.14303954,0.14353423,0.14243534,0.1436869,0.14161201,0.14349142,0.14220063
-1.4936531501816326,-2.1689940108953323,0.14303522,0.14353618,0.14243992,0.1436868,0.14160745,0.14349805,0.14219639
-1.4806698478210658,-2.1689940108953323,0.14303085,0.14353816,0.14244455,0.14368671,0.14160283,0.14350478,0.14219211
-1.467686545460499,-2.1689940108953323,0.14302643,0.14354016,0.14244924,0.14368661,0.14159815,0.14351158,0.14218777
-1.4547032430999323,-2.1689940108953323,0.14302197,0.14354219,0.142454,0.14368652,0.14159344,0.14351846,0.14218341
-1.4417199407393655,-2.1689940108953323,0.14301747,0.14354424,0.1424588,0.14368643,0.14158866,0.14352542,0.14217898
-1.4287366383787987,-2.1689940108953323,0.1430129,0.14354631,0.14246365,0.14368632,0.14158382,0.14353245,0.14217451
-1.415753336018232,-2.1689940108953323,0.14300828,0.1435484,0.14246856,0.14368622,0.14157894,0.14353958,0.14216998
-1.402770033657665,-2.1689940108953323,0.14300361,0.14355053,0.14247353,0.14368613,0.14157401,0.14354677,0.14216541
-1.3897867312970982,-2.1689940108953323,0.1429992,0.14355254,0.14247824,0.14368604,0.14156933,0.14355361,0.14216107
-1.3768034289365314,-2.1689940108953323,0.14299475,0.14355455,0.14248298,0.14368594,0.14156461,0.14356048,0.14215669
-1.3638201265759646,-2.1689940108953323,0.14299023,0.14355661,0.14248778,0.14368585,0.14155984,0.14356744,0.14215228
-1.3508368242153979,-2.1689940108953323,0.14298567,0.14355868,0.14249264,0.14368574,0.14155501,0.14357448,0.1421478
-1.337853521854831,-2.1689940108953323,0.14298104,0.14356077,0.14249754,0.14368564,0.14155011,0.1435816,0.14214326
-1.3248702194942643,-2.1689940108953323,0.14297637,0.14356291,0.14250253,0.14368555,0.14154518,0.14358883,0.14213869
-1.3118869171336975,-2.1689940108953323,0.14297163,0.14356504,0.14250755,0.14368543,0.14154015,0.14359611,0.14213403
-1.2989036147731308,-2.1689940108953323,0.14296684,0.14356722,0.14251265,0.14368533,0.14153509,0.1436035,0.14212933
-1.2859203124125638,-2.1689940108953323,0.14296201,0.14356942,0.14251782,0.14368524,0.14152996,0.143611,0.1421246
-1.272937010051997,-2.1689940108953323,0.14295709,0.14357165,0.14252302,0.14368512,0.14152476,0.14361855,0.14211977
-1.2599537076914302,-2.1689940108953323,0.14295213,0.1435739,0.14252831,0.14368501,0.14151952,0.14362621,0.14211491
-1.2469704053308635,-2.1689940108953323,0.14294712,0.14357619,0.14253366,0.14368491,0.14151421,0.14363396,0.14210999
-1.2339871029702967,-2.1689940108953323,0.14294212,0.14357844,0.14253895,0.14368479,0.14150892,0.14364167,0.14210509
-1.22100380060973,-2.1689940108953323,0.14293706,0.14358073,0.14254434,0.14368469,0.14150357,0.14364946,0.14210013
-1.2080204982491631,-2.1689940108953323,0.14293192,0.14358306,0.1425498,0.14368457,0.14149815,0.14365737,0.14209509
-1.1950371958885964,-2.1689940108953323,0.14292672,0.14358543,0.14255536,0.14368446,0.14149264,0.14366542,0.14209
-1.1820538935280296,-2.1689940108953323,0.14292143,0.14358783,0.14256097,0.14368434,0.14148703,0.14367358,0.14208479
-1.1690705911674626,-2.1689940108953323,0.14291607,0.14359027,0.14256668,0.14368422,0.14148135,0.14368187,0.14207953
-1.1560872888068958,-2.1689940108953323,0.14291061,0.14359273,0.14257248,0.1436841,0.14147559,0.14369027,0.1420742
-1.143103986446329,-2.1689940108953323,0.1429051,0.14359525,0.14257836,0.14368398,0.14146975,0.14369881,0.14206877
-1.1301206840857623,-2.1689940108953323,0.14289948,0.14359778,0.14258434,0.14368387,0.14146382,0.14370747,0.14206327
-1.1171373817251955,-2.1689940108953323,0.1428938,0.14360036,0.14259039,0.14368373,0.1414578,0.14371625,0.14205769
-1.1041540793646287,-2.1689940108953323,0.14288981,0.14360216,0.14259462,0.14368364,0.14145358,0.1437224,0.14205377
-1.091170777004062,-2.1689940108953323,0.1428839,0.14360487,0.14260095,0.14368352,0.14144732,0.14373156,0.14204797
-1.0781874746434952,-2.1689940108953323,0.14287801,0.14360754,0.14260723,0.14368339,0.14144108,0.14374067,0.14204219
-1.0652041722829284,-2.1689940108953323,0.14287204,0.14361022,0.14261353,0.14368324,0.14143476,0.14374983,0.14203633
-1.0522208699223614,-2.1689940108953323,0.14286602,0.14361294,0.14261994,0.1436831,0.1414284,0.14375912,0.14203043
-1.0392375675617946,-2.1689940108953323,0.14285995,0.14361572,0.14262642,0.14368299,0.14142197,0.14376852,0.14202449
-1.0262542652012279,-2.1689940108953323,0.14285381,0.14361851,0.14263295,0.14368284,0.14141548,0.143778,0.14201847
-1.013270962840661,-2.1689940108953323,0.1428476,0.14362131,0.14263955,0.1436827,0.1414089,0.14378758,0.14201237
-1.0002876604800943,-2.1689940108953323,0.14284132,0.14362414,0.14264621,0.14368254,0.14140226,0.14379725,0.14200622
-0.9873043581195275,-2.1689940108953323,0.14283499,0.14362702,0.14265296,0.1436824,0.14139557,0.14380704,0.142
-0.9743210557589607,-2.1689940108953323,0.14282858,0.14362991,0.14265977,0.14368226,0.14138879,0.14381692,0.14199372
-0.9613377533983939,-2.1689940108953323,0.14282212,0.14363286,0.14266667,0.1436821,0.14138195,0.14382692,0.14198738
-0.9483544510378271,-2.1689940108953323,0.14281559,0.14363581,0.14267361,0.14368196,0.14137504,0.143837,0.14198096
-0.9353711486772603,-2.1689940108953323,0.14280899,0.14363882,0.14268064,0.14368182,0.14136806,0.14384721,0.14197451
-0.9223878463166935,-2.1689940108953323,0.14280233,0.14364183,0.14268774,0.14368168,0.141361,0.14385751,0.14196795
-0.9094045439561267,-2.1689940108953323,0.14279556,0.14364487,0.14269489,0.1436815,0.14135386,0.1438679,0.14196134
-0.8964212415955599,-2.1689940108953323,0.14278878,0.14364797,0.14270215,0.14368136,0.14134668,0.14387843,0.14195469
-0.8834379392349931,-2.1689940108953323,0.1427819,0.14365107,0.14270945,0.1436812,0.14133938,0.14388902,0.14194793
-0.8704546368744264,-2.1689940108953323,0.14277498,0.14365423,0.14271685,0.14368105,0.14133206,0.14389977,0.14194113
-0.8574713345138595,-2.1689940108953323,0.14276795,0.14365739,0.1427243,0.14368087,0.14132464,0.14391059,0.14193425
-0.8444880321532927,-2.1689940108953323,0.14276089,0.1436606,0.14273186,0.14368072,0.14131716,0.14392154,0.14192732
-0.8315047297927259,-2.1689940108953323,0.14275374,0.14366384,0.14273946,0.14368056,0.14130959,0.14393258,0.1419203
-0.8185214274321592,-2.1689940108953323,0.14274651,0.1436671,0.14274713,0.14368038,0.14130194,0.14394373,0.1419132
-0.8055381250715923,-2.1689940108953323,0.1427392,0.1436704,0.1427549,0.14368021,0.14129423,0.14395499,0.14190605
-0.7925548227110255,-2.1689940108953323,0.14273186,0.14367375,0.14276274,0.14368005,0.14128645,0.14396638,0.14189884
-0.7795715203504587,-2.1689940108953323,0.14272441,0.14367709,0.14277062,0.14367986,0.14127856,0.14397784,0.14189152
-0.766588217989892,-2.1689940108953323,0.14271691,0.14368048,0.14277862,0.1436797,0.14127062,0.14398944,0.14188418
-0.7536049156293252,-2.1689940108953323,0.14270934,0.14368391,0.14278668,0.14367951,0.14126262,0.14400116,0.14187676
-0.7406216132687583,-2.1689940108953323,0.14270169,0.14368738,0.14279482,0.14367932,0.14125451,0.14401297,0.14186925
-0.7276383109081915,-2.1689940108953323,0.14269397,0.14369087,0.14280304,0.14367914,0.14124636,0.14402491,0.14186168
-0.7146550085476248,-2.1689940108953323,0.14268619,0.1436944,0.14281134,0.14367898,0.14123812,0.14403696,0.14185403
-0.701671706187058,-2.1689940108953323,0.1426793,0.14369753,0.14281869,0.14367881,0.14123085,0.14404762,0.1418473
-0.6886884038264911,-2.1689940108953323,0.14267236,0.14370066,0.14282608,0.14367865,0.1412235,0.14405835,0.14184049
-0.6757051014659243,-2.1689940108953323,0.14266534,0.14370383,0.14283353,0.14367849,0.14121607,0.14406918,0.14183359
-0.6627217991053576,-2.1689940108953323,0.14265825,0.14370702,0.14284107,0.1436783,0.14120856,0.14408013,0.14182663
-0.6497384967447908,-2.1689940108953323,0.1426511,0.14371029,0.1428487,0.14367814,0.141201,0.14409122,0.14181963
-0.6367551943842239,-2.1689940108953323,0.14264385,0.14371353,0.1428564,0.14367796,0.14119333,0.1441024,0.14181252
-0.6237718920236571,-2.1689940108953323,0.14263654,0.14371686,0.14286418,0.14367779,0.14118561,0.1441137,0.14180535
-0.6107885896630904,-2.1689940108953323,0.14262472,0.14371844,0.1428731,0.14367469,0.14117828,0.14412959,0.14180124
-0.5978052873025236,-2.1689940108953323,0.14261265,0.14371999,0.14288214,0.14367147,0.14117089,0.14414576,0.14179718
-0.5848219849419568,-2.1689940108953323,0.14260046,0.14372155,0.14289123,0.14366822,0.14116342,0.14416204,0.14179304
-0.5718386825813899,-2.1689940108953323,0.14258821,0.14372315,0.14290044,0.14366497,0.14115588,0.1441785,0.14178887
-0.5588553802208232,-2.1689940108953323,0.14257585,0.14372477,0.14290972,0.14366171,0.14114827,0.14419506,0.14178462
-0.5458720778602564,-2.1689940108953323,0.1425634,0.14372642,0.1429191,0.14365843,0.14114057,0.14421178,0.14178032
-0.5328887754996896,-2.1689940108953323,0.14255086,0.1437281,0.14292856,0.14365514,0.14113279,0.14422864,0.14177595
-0.5199054731391227,-2.1689940108953323,0.14253823,0.1437298,0.1429381,0.14365183,0.14112493,0.14424564,0.14177153
-0.506922170778556,-2.1689940108953323,0.14252548,0.14373153,0.14294772,0.14364849,0.14111698,0.14426276,0.14176702
-0.4939388684179892,-2.1689940108953323,0.14251265,0.14373328,0.14295743,0.14364515,0.14110896,0.14428003,0.14176247
-0.48095556605742235,-2.1689940108953323,0.14249972,0.14373507,0.14296724,0.1436418,0.14110087,0.14429745,0.14175785
-0.4679722636968556,-2.1689940108953323,0.14248669,0.14373688,0.14297712,0.14363843,0.14109269,0.144315,0.14175317
-0.4549889613362888,-2.1689940108953323,0.14247358,0.14373872,0.14298712,0.14363503,0.14108445,0.1443327,0.14174843
-0.44200565897572197,-2.1689940108953323,0.14246036,0.1437406,0.14299719,0.14363165,0.14107612,0.14435056,0.14174363
-0.4290223566151552,-2.1689940108953323,0.14244702,0.14374246,0.14300731,0.1436282,0.14106767,0.14436851,0.14173874
-0.41603905425458837,-2.1689940108953323,0.14243665,0.14374088,0.14301224,0.14362325,0.14106536,0.14438058,0.14174108
-0.4030557518940216,-2.1689940108953323,0.14242715,0.14373818,0.14301553,0.1436178,0.14106491,0.14439084,0.14174566
-0.39007244953345477,-2.1689940108953323,0.14241754,0.1437355,0.1430189,0.14361228,0.14106439,0.14440121,0.14175016
-0.377089147172888,-2.1689940108953323,0.14240783,0.14373285,0.14302237,0.14360678,0.14106381,0.14441174,0.14175463
-0.36410584481232117,-2.1689940108953323,0.14239804,0.14373022,0.14302592,0.14360125,0.14106314,0.1444224,0.14175904
-0.3511225424517544,-2.1689940108953323,0.14238815,0.14372762,0.14302954,0.14359573,0.1410624,0.1444332,0.14176339
-1.5455863596239,-2.155977849773547,0.14307405,0.14351855,0.14239861,0.14368764,0.14164855,0.14343819,0.14223449
-1.5326030572633331,-2.155977849773547,0.14306988,0.14352043,0.14240304,0.14368753,0.14164412,0.1434446,0.14223039
-1.5196197549027664,-2.155977849773547,0.14306566,0.14352235,0.14240752,0.14368744,0.14163966,0.1434511,0.14222625
-1.5066364525421994,-2.155977849773547,0.1430614,0.14352429,0.14241208,0.14368737,0.14163516,0.14345768,0.14222208
-1.4936531501816326,-2.155977849773547,0.1430571,0.14352626,0.14241667,0.14368728,0.14163059,0.14346434,0.14221786
-1.4806698478210658,-2.155977849773547,0.14305271,0.14352822,0.1424213,0.14368717,0.14162597,0.14347106,0.14221357
-1.467686545460499,-2.155977849773547,0.1430483,0.14353023,0.142426,0.14368708,0.14162129,0.14347787,0.14220923
-1.4547032430999323,-2.155977849773547,0.14304383,0.14353226,0.14243074,0.14368698,0.14161655,0.14348474,0.14220485
-1.4417199407393655,-2.155977849773547,0.14303932,0.14353432,0.14243555,0.14368689,0.14161178,0.14349172,0.14220043
-1.4287366383787987,-2.155977849773547,0.14303476,0.14353639,0.14244041,0.1436868,0.14160696,0.14349876,0.14219595
-1.415753336018232,-2.155977849773547,0.14303014,0.14353849,0.14244533,0.1436867,0.14160207,0.14350589,0.14219141
-1.402770033657665,-2.155977849773547,0.14302555,0.14354059,0.14245023,0.14368661,0.14159721,0.143513,0.14218691
-1.3897867312970982,-2.155977849773547,0.14302127,0.14354251,0.14245474,0.1436865,0.14159268,0.14351955,0.14218272
-1.3768034289365314,-2.155977849773547,0.14301711,0.14354439,0.14245915,0.14368641,0.1415883,0.14352594,0.14217864
-1.3638201265759646,-2.155977849773547,0.1430129,0.1435463,0.14246365,0.14368632,0.14158383,0.14353245,0.14217451
-1.3508368242153979,-2.155977849773547,0.1430086,0.14354827,0.14246821,0.14368623,0.14157929,0.14353909,0.1421703
-1.337853521854831,-2.155977849773547,0.14300424,0.14355025,0.14247288,0.14368615,0.14157467,0.14354582,0.14216602
-1.3248702194942643,-2.155977849773547,0.14299981,0.14355227,0.1424776,0.14368606,0.14156997,0.14355268,0.14216167
-1.3118869171336975,-2.155977849773547,0.14299528,0.14355431,0.1424824,0.14368595,0.14156519,0.14355963,0.14215723
-1.2989036147731308,-2.155977849773547,0.1429907,0.14355639,0.14248727,0.14368585,0.14156033,0.14356671,0.14215273
-1.2859203124125638,-2.155977849773547,0.14298604,0.14355852,0.14249225,0.14368576,0.1415554,0.14357391,0.14214817
-1.272937010051997,-2.155977849773547,0.14298129,0.14356068,0.14249729,0.14368565,0.14155039,0.14358123,0.14214352
-1.2599537076914302,-2.155977849773547,0.14297646,0.14356284,0.14250241,0.14368553,0.14154528,0.14358865,0.14213878
-1.2469704053308635,-2.155977849773547,0.14297158,0.14356507,0.14250761,0.14368543,0.1415401,0.1435962,0.14213398
-1.2339871029702967,-2.155977849773547,0.14296661,0.14356732,0.1425129,0.14368533,0.14153485,0.14360388,0.14212911
-1.22100380060973,-2.155977849773547,0.14296156,0.14356962,0.14251828,0.14368522,0.1415295,0.14361167,0.14212416
-1.2080204982491631,-2.155977849773547,0.14295644,0.14357194,0.14252372,0.1436851,0.14152408,0.14361957,0.14211912
-1.1950371958885964,-2.155977849773547,0.14295122,0.1435743,0.14252926,0.14368498,0.14151856,0.1436276,0.14211401
-1.1820538935280296,-2.155977849773547,0.14294595,0.1435767,0.1425349,0.14368488,0.14151298,0.14363575,0.14210884
-1.1690705911674626,-2.155977849773547,0.14294058,0.14357914,0.1425406,0.14368476,0.1415073,0.14364403,0.14210358
-1.1560872888068958,-2.155977849773547,0.14293514,0.1435816,0.14254639,0.14368464,0.14150155,0.14365242,0.14209823
-1.143103986446329,-2.155977849773547,0.14292961,0.14358412,0.14255227,0.14368452,0.1414957,0.14366096,0.14209282
-1.1301206840857623,-2.155977849773547,0.14292401,0.14358667,0.14255823,0.1436844,0.14148977,0.1436696,0.14208733
-1.1171373817251955,-2.155977849773547,0.14291833,0.14358924,0.1425643,0.14368428,0.14148375,0.1436784,0.14208175
-1.1041540793646287,-2.155977849773547,0.14291255,0.14359185,0.1425704,0.14368413,0.14147764,0.14368728,0.14207608
-1.091170777004062,-2.155977849773547,0.14290719,0.1435943,0.14257613,0.14368403,0.14147195,0.14369558,0.14207081
-1.0781874746434952,-2.155977849773547,0.1429012,0.143597,0.14258252,0.1436839,0.14146562,0.14370483,0.14206494
-1.0652041722829284,-2.155977849773547,0.14289513,0.14359978,0.14258899,0.14368376,0.1414592,0.14371422,0.142059
-1.0522208699223614,-2.155977849773547,0.14288896,0.14360255,0.14259553,0.14368361,0.14145267,0.14372371,0.14205295
-1.0392375675617946,-2.155977849773547,0.14288272,0.1436054,0.14260218,0.1436835,0.14144608,0.14373335,0.14204682
-1.0262542652012279,-2.155977849773547,0.1428764,0.14360826,0.14260891,0.14368334,0.14143938,0.14374311,0.14204063
